tick,num_cars,waiting_cars,congestion,average_speed
3022,50,50,100,1
3023,50,50,100,1
3024,50,50,100,1
3025,50,50,100,1
3026,50,50,100,1
3027,50,50,100,1
3028,50,50,100,1
3029,50,50,100,1
3030,50,50,100,1
3031,50,50,100,1
3032,50,50,100,1
3033,50,50,100,1
3034,50,50,100,1
3035,50,50,100,1
3036,50,50,100,1
3037,50,50,100,1
3038,50,50,100,1
3039,50,50,100,1
3040,50,50,100,1
3041,50,50,100,1
3042,50,50,100,1
3043,50,50,100,1
3044,50,50,100,1
3045,50,50,100,1
3046,50,50,100,1
3047,50,50,100,1
3048,50,50,100,1
3049,50,50,100,1
3050,50,50,100,1
3051,50,50,100,1
3052,50,50,100,1
3053,50,50,100,1
3054,50,50,100,1
3055,50,50,100,1
3056,50,50,100,1
3057,50,50,100,1
3058,50,50,100,1
3059,50,50,100,1
3060,50,50,100,1
3061,50,50,100,1
3062,50,50,100,1
3063,50,50,100,1
3064,50,50,100,1
3065,50,50,100,1
3066,50,50,100,1
3067,50,50,100,1
3068,50,50,100,1
3069,50,50,100,1
3070,50,50,100,1
3071,50,50,100,1
3072,50,50,100,1
3073,50,50,100,1
3074,50,50,100,1
3075,50,50,100,1
3076,50,50,100,1
3077,50,50,100,1
3078,50,50,100,1
3079,50,50,100,1
3080,50,50,100,1
3081,50,50,100,1
3082,50,50,100,1
3083,50,50,100,1
3084,50,50,100,1
3085,50,50,100,1
3086,50,50,100,1
3087,50,50,100,1
3088,50,50,100,1
3089,50,50,100,1
3090,50,50,100,1
3091,50,50,100,1
3092,50,50,100,1
3093,50,50,100,1
3094,50,50,100,1
3095,50,50,100,1
3096,50,50,100,1
3097,50,50,100,1
3098,50,50,100,1
3099,50,50,100,1
3100,50,50,100,1
3101,50,50,100,1
3102,50,50,100,1
3103,50,50,100,1
3104,50,50,100,1
3105,50,50,100,1
3106,50,50,100,1
3107,50,50,100,1
3108,50,50,100,1
3109,50,50,100,1
3110,50,50,100,1
3111,50,50,100,1
3112,50,50,100,1
3113,50,50,100,1
3114,50,50,100,1
3115,50,50,100,1
3116,50,50,100,1
3117,50,50,100,1
3118,50,50,100,1
3119,50,50,100,1
3120,50,50,100,1
3121,50,50,100,1
3122,50,50,100,1
3123,50,50,100,1
3124,50,50,100,1
3125,50,50,100,1
3126,50,50,100,1
3127,50,50,100,1
3128,50,50,100,1
3129,50,50,100,1
3130,50,50,100,1
3131,50,50,100,1
3132,50,50,100,1
3133,50,50,100,1
3134,50,50,100,1
3135,50,50,100,1
3136,50,50,100,1
3137,50,50,100,1
3138,50,50,100,1
3139,50,50,100,1
3140,50,50,100,1
3141,50,50,100,1
3142,50,50,100,1
3143,50,50,100,1
3144,50,50,100,1
3145,50,50,100,1
3146,50,50,100,1
3147,50,50,100,1
3148,50,50,100,1
3149,50,50,100,1
3150,50,50,100,1
3151,50,50,100,1
3152,50,50,100,1
3153,50,50,100,1
3154,50,50,100,1
3155,50,50,100,1
3156,50,50,100,1
3157,50,50,100,1
3158,50,50,100,1
3159,50,50,100,1
3160,50,50,100,1
3161,50,50,100,1
3162,50,50,100,1
3163,50,50,100,1
3164,50,50,100,1
3165,50,50,100,1
3166,50,50,100,1
3167,50,50,100,1
3168,50,50,100,1
3169,50,50,100,1
3170,50,50,100,1
3171,50,50,100,1
3172,50,50,100,1
3173,50,50,100,1
3174,50,50,100,1
3175,50,50,100,1
3176,50,50,100,1
3177,50,50,100,1
3178,50,50,100,1
3179,50,50,100,1
3180,50,50,100,1
3181,50,50,100,1
3182,50,50,100,1
3183,50,50,100,1
3184,50,50,100,1
3185,50,50,100,1
3186,50,50,100,1
3187,50,50,100,1
3188,50,50,100,1
3189,50,50,100,1
3190,50,50,100,1
3191,50,50,100,1
3192,50,50,100,1
3193,50,50,100,1
3194,50,50,100,1
3195,50,50,100,1
3196,50,50,100,1
3197,50,50,100,1
3198,50,50,100,1
3199,50,50,100,1
3200,50,50,100,1
3201,50,50,100,1
3202,50,50,100,1
3203,50,50,100,1
3204,50,50,100,1
3205,50,50,100,1
3206,50,50,100,1
3207,50,50,100,1
3208,50,50,100,1
3209,50,50,100,1
3210,50,50,100,1
3211,50,50,100,1
3212,50,50,100,1
3213,50,50,100,1
3214,50,50,100,1
3215,50,50,100,1
3216,50,50,100,1
3217,50,50,100,1
3218,50,50,100,1
3219,50,50,100,1
3220,50,50,100,1
3221,50,50,100,1
3222,50,50,100,1
3223,50,50,100,1
3224,50,50,100,1
3225,50,50,100,1
3226,50,50,100,1
3227,50,50,100,1
3228,50,50,100,1
3229,50,50,100,1
3230,50,50,100,1
3231,50,50,100,1
3232,50,50,100,1
3233,50,50,100,1
3234,50,50,100,1
3235,50,50,100,1
3236,50,50,100,1
3237,50,50,100,1
3238,50,50,100,1
3239,50,50,100,1
3240,50,50,100,1
3241,50,50,100,1
3242,50,50,100,1
3243,50,50,100,1
3244,50,50,100,1
3245,50,50,100,1
3246,50,50,100,1
3247,50,50,100,1
3248,50,50,100,1
3249,50,50,100,1
3250,50,50,100,1
3251,50,50,100,1
3252,50,50,100,1
3253,50,50,100,1
3254,50,50,100,1
3255,50,50,100,1
3256,50,50,100,1
3257,50,50,100,1
3258,50,50,100,1
3259,50,50,100,1
3260,50,50,100,1
3261,50,50,100,1
3262,50,50,100,1
3263,50,50,100,1
3264,50,50,100,1
3265,50,50,100,1
3266,50,50,100,1
3267,50,50,100,1
3268,50,50,100,1
3269,50,50,100,1
3270,50,50,100,1
3271,50,50,100,1
3272,50,50,100,1
3273,50,50,100,1
3274,50,50,100,1
3275,50,50,100,1
3276,50,50,100,1
3277,50,50,100,1
3278,50,50,100,1
3279,50,50,100,1
3280,50,50,100,1
3281,50,50,100,1
3282,50,50,100,1
3283,50,50,100,1
3284,50,50,100,1
3285,50,50,100,1
3286,50,50,100,1
3287,50,50,100,1
3288,50,50,100,1
3289,50,50,100,1
3290,50,50,100,1
3291,50,50,100,1
3292,50,50,100,1
3293,50,50,100,1
3294,50,50,100,1
3295,50,50,100,1
3296,50,50,100,1
3297,50,50,100,1
3298,50,50,100,1
3299,50,50,100,1
3300,50,50,100,1
3301,50,50,100,1
3302,50,50,100,1
3303,50,50,100,1
3304,50,50,100,1
3305,50,50,100,1
3306,50,50,100,1
3307,50,50,100,1
3308,50,50,100,1
3309,50,50,100,1
3310,50,50,100,1
3311,50,50,100,1
3312,50,50,100,1
3313,50,50,100,1
3314,50,50,100,1
3315,50,50,100,1
3316,50,50,100,1
3317,50,50,100,1
3318,50,50,100,1
3319,50,50,100,1
3320,50,50,100,1
3321,50,50,100,1
3322,50,50,100,1
3323,50,50,100,1
3324,50,50,100,1
3325,50,50,100,1
3326,50,50,100,1
3327,50,50,100,1
3328,50,50,100,1
3329,50,50,100,1
3330,50,50,100,1
3331,50,50,100,1
3332,50,50,100,1
3333,50,50,100,1
3334,50,50,100,1
3335,50,50,100,1
3336,50,50,100,1
3337,50,50,100,1
3338,50,50,100,1
3339,50,50,100,1
3340,50,50,100,1
3341,50,50,100,1
3342,50,50,100,1
3343,50,50,100,1
3344,50,50,100,1
3345,50,50,100,1
3346,50,50,100,1
3347,50,50,100,1
3348,50,50,100,1
3349,50,50,100,1
3350,50,50,100,1
3351,50,50,100,1
3352,50,50,100,1
3353,50,50,100,1
3354,50,50,100,1
3355,50,50,100,1
3356,50,50,100,1
3357,50,50,100,1
3358,50,50,100,1
3359,50,50,100,1
3360,50,50,100,1
3361,50,50,100,1
3362,50,50,100,1
3363,50,50,100,1
3364,50,50,100,1
3365,50,50,100,1
3366,50,50,100,1
3367,50,50,100,1
3368,50,50,100,1
3369,50,50,100,1
3370,50,50,100,1
3371,50,50,100,1
3372,50,50,100,1
3373,50,50,100,1
3374,50,50,100,1
3375,50,50,100,1
3376,50,50,100,1
3377,50,50,100,1
3378,50,50,100,1
3379,50,50,100,1
3380,50,50,100,1
3381,50,50,100,1
3382,50,50,100,1
3383,50,50,100,1
3384,50,50,100,1
3385,50,50,100,1
3386,50,50,100,1
3387,50,50,100,1
3388,50,50,100,1
3389,50,50,100,1
3390,50,50,100,1
3391,50,50,100,1
3392,50,50,100,1
3393,50,50,100,1
3394,50,50,100,1
3395,50,50,100,1
3396,50,50,100,1
3397,50,50,100,1
3398,50,50,100,1
3399,50,50,100,1
3400,50,50,100,1
3401,50,50,100,1
3402,50,50,100,1
3403,50,50,100,1
3404,50,50,100,1
3405,50,50,100,1
3406,50,50,100,1
3407,50,50,100,1
3408,50,50,100,1
3409,50,50,100,1
3410,50,50,100,1
3411,50,50,100,1
3412,50,50,100,1
3413,50,50,100,1
3414,50,50,100,1
3415,50,50,100,1
3416,50,50,100,1
3417,50,50,100,1
3418,50,50,100,1
3419,50,50,100,1
3420,50,50,100,1
3421,50,50,100,1
3422,50,50,100,1
3423,50,50,100,1
3424,50,50,100,1
3425,50,50,100,1
3426,50,50,100,1
3427,50,50,100,1
3428,50,50,100,1
3429,50,50,100,1
3430,50,50,100,1
3431,50,50,100,1
3432,50,50,100,1
3433,50,50,100,1
3434,50,50,100,1
3435,50,50,100,1
3436,50,50,100,1
3437,50,50,100,1
3438,50,50,100,1
3439,50,50,100,1
3440,50,50,100,1
3441,50,50,100,1
3442,50,50,100,1
3443,50,50,100,1
3444,50,50,100,1
3445,50,50,100,1
3446,50,50,100,1
3447,50,50,100,1
3448,50,50,100,1
3449,50,50,100,1
3450,50,50,100,1
3451,50,50,100,1
3452,50,50,100,1
3453,50,50,100,1
3454,50,50,100,1
3455,50,50,100,1
3456,50,50,100,1
3457,50,50,100,1
3458,50,50,100,1
3459,50,50,100,1
3460,50,50,100,1
3461,50,50,100,1
3462,50,50,100,1
3463,50,50,100,1
3464,50,50,100,1
3465,50,50,100,1
3466,50,50,100,1
3467,50,50,100,1
3468,50,50,100,1
3469,50,50,100,1
3470,50,50,100,1
3471,50,50,100,1
3472,50,50,100,1
3473,50,50,100,1
3474,50,50,100,1
3475,50,50,100,1
3476,50,50,100,1
3477,50,50,100,1
3478,50,50,100,1
3479,50,50,100,1
3480,50,50,100,1
3481,50,50,100,1
3482,50,50,100,1
3483,50,50,100,1
3484,50,50,100,1
3485,50,50,100,1
3486,50,50,100,1
3487,50,50,100,1
3488,50,50,100,1
3489,50,50,100,1
3490,50,50,100,1
3491,50,50,100,1
3492,50,50,100,1
3493,50,50,100,1
3494,50,50,100,1
3495,50,50,100,1
3496,50,50,100,1
3497,50,50,100,1
3498,50,50,100,1
3499,50,50,100,1
3500,50,50,100,1
3501,50,50,100,1
3502,50,50,100,1
3503,50,50,100,1
3504,50,50,100,1
3505,50,50,100,1
3506,50,50,100,1
3507,50,50,100,1
3508,50,50,100,1
3509,50,50,100,1
3510,50,50,100,1
3511,50,50,100,1
3512,50,50,100,1
3513,50,50,100,1
3514,50,50,100,1
3515,50,50,100,1
3516,50,50,100,1
3517,50,50,100,1
3518,50,50,100,1
3519,50,50,100,1
3520,50,50,100,1
3521,50,50,100,1
3522,50,50,100,1
3523,50,50,100,1
3524,50,50,100,1
3525,50,50,100,1
3526,50,50,100,1
3527,50,50,100,1
3528,50,50,100,1
3529,50,50,100,1
3530,50,50,100,1
3531,50,50,100,1
3532,50,50,100,1
3533,50,50,100,1
3534,50,50,100,1
3535,50,50,100,1
3536,50,50,100,1
3537,50,50,100,1
3538,50,50,100,1
3539,50,50,100,1
3540,50,50,100,1
3541,50,50,100,1
3542,50,50,100,1
3543,50,50,100,1
3544,50,50,100,1
3545,50,50,100,1
3546,50,50,100,1
3547,50,50,100,1
3548,50,50,100,1
3549,50,50,100,1
3550,50,50,100,1
3551,50,50,100,1
3552,50,50,100,1
3553,50,50,100,1
3554,50,50,100,1
3555,50,50,100,1
3556,50,50,100,1
3557,50,50,100,1
3558,50,50,100,1
3559,50,50,100,1
3560,50,50,100,1
3561,50,50,100,1
3562,50,50,100,1
3563,50,50,100,1
3564,50,50,100,1
3565,50,50,100,1
3566,50,50,100,1
3567,50,50,100,1
3568,50,50,100,1
3569,50,50,100,1
3570,50,50,100,1
3571,50,50,100,1
3572,50,50,100,1
3573,50,50,100,1
3574,50,50,100,1
3575,50,50,100,1
3576,50,50,100,1
3577,50,50,100,1
3578,50,50,100,1
3579,50,50,100,1
3580,50,50,100,1
3581,50,50,100,1
3582,50,50,100,1
3583,50,50,100,1
3584,50,50,100,1
3585,50,50,100,1
3586,50,50,100,1
3587,50,50,100,1
3588,50,50,100,1
3589,50,50,100,1
3590,50,50,100,1
3591,50,50,100,1
3592,50,50,100,1
3593,50,50,100,1
3594,50,50,100,1
3595,50,50,100,1
3596,50,50,100,1
3597,50,50,100,1
3598,50,50,100,1
3599,50,50,100,1
3600,50,50,100,1
3601,50,50,100,1
3602,50,50,100,1
3603,50,50,100,1
3604,50,50,100,1
3605,50,50,100,1
3606,50,50,100,1
3607,50,50,100,1
3608,50,50,100,1
3609,50,50,100,1
3610,50,50,100,1
3611,50,50,100,1
3612,50,50,100,1
3613,50,50,100,1
3614,50,50,100,1
3615,50,50,100,1
3616,50,50,100,1
3617,50,50,100,1
3618,50,50,100,1
3619,50,50,100,1
3620,50,50,100,1
3621,50,50,100,1
3622,50,50,100,1
3623,50,50,100,1
3624,50,50,100,1
3625,50,50,100,1
3626,50,50,100,1
3627,50,50,100,1
3628,50,50,100,1
3629,50,50,100,1
3630,50,50,100,1
3631,50,50,100,1
3632,50,50,100,1
3633,50,50,100,1
3634,50,50,100,1
3635,50,50,100,1
3636,50,50,100,1
3637,50,50,100,1
3638,50,50,100,1
3639,50,50,100,1
3640,50,50,100,1
3641,50,50,100,1
3642,50,50,100,1
3643,50,50,100,1
3644,50,50,100,1
3645,50,50,100,1
3646,50,50,100,1
3647,50,50,100,1
3648,50,50,100,1
3649,50,50,100,1
3650,50,50,100,1
3651,50,50,100,1
3652,50,50,100,1
3653,50,50,100,1
3654,50,50,100,1
3655,50,50,100,1
3656,50,50,100,1
3657,50,50,100,1
3658,50,50,100,1
3659,50,50,100,1
3660,50,50,100,1
3661,50,50,100,1
3662,50,50,100,1
3663,50,50,100,1
3664,50,50,100,1
3665,50,50,100,1
3666,50,50,100,1
3667,50,50,100,1
3668,50,50,100,1
3669,50,50,100,1
3670,50,50,100,1
3671,50,50,100,1
3672,50,50,100,1
3673,50,50,100,1
3674,50,50,100,1
3675,50,50,100,1
3676,50,50,100,1
3677,50,50,100,1
3678,50,50,100,1
3679,50,50,100,1
3680,50,50,100,1
3681,50,50,100,1
3682,50,50,100,1
3683,50,50,100,1
3684,50,50,100,1
3685,50,50,100,1
3686,50,50,100,1
3687,50,50,100,1
3688,50,50,100,1
3689,50,50,100,1
3690,50,50,100,1
3691,50,50,100,1
3692,50,50,100,1
3693,50,50,100,1
3694,50,50,100,1
3695,50,50,100,1
3696,50,50,100,1
3697,50,50,100,1
3698,50,50,100,1
3699,50,50,100,1
3700,50,50,100,1
3701,50,50,100,1
3702,50,50,100,1
3703,50,50,100,1
3704,50,50,100,1
3705,50,50,100,1
3706,50,50,100,1
3707,50,50,100,1
3708,50,50,100,1
3709,50,50,100,1
3710,50,50,100,1
3711,50,50,100,1
3712,50,50,100,1
3713,50,50,100,1
3714,50,50,100,1
3715,50,50,100,1
3716,50,50,100,1
3717,50,50,100,1
3718,50,50,100,1
3719,50,50,100,1
3720,50,50,100,1
3721,50,50,100,1
3722,50,50,100,1
3723,50,50,100,1
3724,50,50,100,1
3725,50,50,100,1
3726,50,50,100,1
3727,50,50,100,1
3728,50,50,100,1
3729,50,50,100,1
3730,50,50,100,1
3731,50,50,100,1
3732,50,50,100,1
3733,50,50,100,1
3734,50,50,100,1
3735,50,50,100,1
3736,50,50,100,1
3737,50,50,100,1
3738,50,50,100,1
3739,50,50,100,1
3740,50,50,100,1
3741,50,50,100,1
3742,50,50,100,1
3743,50,50,100,1
3744,50,50,100,1
3745,50,50,100,1
3746,50,50,100,1
3747,50,50,100,1
3748,50,50,100,1
3749,50,50,100,1
3750,50,50,100,1
3751,50,50,100,1
3752,50,50,100,1
3753,50,50,100,1
3754,50,50,100,1
3755,50,50,100,1
3756,50,50,100,1
3757,50,50,100,1
3758,50,50,100,1
3759,50,50,100,1
3760,50,50,100,1
3761,50,50,100,1
3762,50,50,100,1
3763,50,50,100,1
3764,50,50,100,1
3765,50,50,100,1
3766,50,50,100,1
3767,50,50,100,1
3768,50,50,100,1
3769,50,50,100,1
3770,50,50,100,1
3771,50,50,100,1
3772,50,50,100,1
3773,50,50,100,1
3774,50,50,100,1
3775,50,50,100,1
3776,50,50,100,1
3777,50,50,100,1
3778,50,50,100,1
3779,50,50,100,1
3780,50,50,100,1
3781,50,50,100,1
3782,50,50,100,1
3783,50,50,100,1
3784,50,50,100,1
3785,50,50,100,1
3786,50,50,100,1
3787,50,50,100,1
3788,50,50,100,1
3789,50,50,100,1
3790,50,50,100,1
3791,50,50,100,1
3792,50,50,100,1
3793,50,50,100,1
3794,50,50,100,1
3795,50,50,100,1
3796,50,50,100,1
3797,50,50,100,1
3798,50,50,100,1
3799,50,50,100,1
3800,50,50,100,1
3801,50,50,100,1
3802,50,50,100,1
3803,50,50,100,1
3804,50,50,100,1
3805,50,50,100,1
3806,50,50,100,1
3807,50,50,100,1
3808,50,50,100,1
3809,50,50,100,1
3810,50,50,100,1
3811,50,50,100,1
3812,50,50,100,1
3813,50,50,100,1
3814,50,50,100,1
3815,50,50,100,1
3816,50,50,100,1
3817,50,50,100,1
3818,50,50,100,1
3819,50,50,100,1
3820,50,50,100,1
3821,50,50,100,1
3822,50,50,100,1
3823,50,50,100,1
3824,50,50,100,1
3825,50,50,100,1
3826,50,50,100,1
3827,50,50,100,1
3828,50,50,100,1
3829,50,50,100,1
3830,50,50,100,1
3831,50,50,100,1
3832,50,50,100,1
3833,50,50,100,1
3834,50,50,100,1
3835,50,50,100,1
3836,50,50,100,1
3837,50,50,100,1
3838,50,50,100,1
3839,50,50,100,1
3840,50,50,100,1
3841,50,50,100,1
3842,50,50,100,1
3843,50,50,100,1
3844,50,50,100,1
3845,50,50,100,1
3846,50,50,100,1
3847,50,50,100,1
3848,50,50,100,1
3849,50,50,100,1
3850,50,50,100,1
3851,50,50,100,1
3852,50,50,100,1
3853,50,50,100,1
3854,50,50,100,1
3855,50,50,100,1
3856,50,50,100,1
3857,50,50,100,1
3858,50,50,100,1
3859,50,50,100,1
3860,50,50,100,1
3861,50,50,100,1
3862,50,50,100,1
3863,50,50,100,1
3864,50,50,100,1
3865,50,50,100,1
3866,50,50,100,1
3867,50,50,100,1
3868,50,50,100,1
3869,50,50,100,1
3870,50,50,100,1
3871,50,50,100,1
3872,50,50,100,1
3873,50,50,100,1
3874,50,50,100,1
3875,50,50,100,1
3876,50,50,100,1
3877,50,50,100,1
3878,50,50,100,1
3879,50,50,100,1
3880,50,50,100,1
3881,50,50,100,1
3882,50,50,100,1
3883,50,50,100,1
3884,50,50,100,1
3885,50,50,100,1
3886,50,50,100,1
3887,50,50,100,1
3888,50,50,100,1
3889,50,50,100,1
3890,50,50,100,1
3891,50,50,100,1
3892,50,50,100,1
3893,50,50,100,1
3894,50,50,100,1
3895,50,50,100,1
3896,50,50,100,1
3897,50,50,100,1
3898,50,50,100,1
3899,50,50,100,1
3900,50,50,100,1
3901,50,50,100,1
3902,50,50,100,1
3903,50,50,100,1
3904,50,50,100,1
3905,50,50,100,1
3906,50,50,100,1
3907,50,50,100,1
3908,50,50,100,1
3909,50,50,100,1
3910,50,50,100,1
3911,50,50,100,1
3912,50,50,100,1
3913,50,50,100,1
3914,50,50,100,1
3915,50,50,100,1
3916,50,50,100,1
3917,50,50,100,1
3918,50,50,100,1
3919,50,50,100,1
3920,50,50,100,1
3921,50,50,100,1
3922,50,50,100,1
3923,50,50,100,1
3924,50,50,100,1
3925,50,50,100,1
3926,50,50,100,1
3927,50,50,100,1
3928,50,50,100,1
3929,50,50,100,1
3930,50,50,100,1
3931,50,50,100,1
3932,50,50,100,1
3933,50,50,100,1
3934,50,50,100,1
3935,50,50,100,1
3936,50,50,100,1
3937,50,50,100,1
3938,50,50,100,1
3939,50,50,100,1
3940,50,50,100,1
3941,50,50,100,1
3942,50,50,100,1
3943,50,50,100,1
3944,50,50,100,1
3945,50,50,100,1
3946,50,50,100,1
3947,50,50,100,1
3948,50,50,100,1
3949,50,50,100,1
3950,50,50,100,1
3951,50,50,100,1
3952,50,50,100,1
3953,50,50,100,1
3954,50,50,100,1
3955,50,50,100,1
3956,50,50,100,1
3957,50,50,100,1
3958,50,50,100,1
3959,50,50,100,1
3960,50,50,100,1
3961,50,50,100,1
3962,50,50,100,1
3963,50,50,100,1
3964,50,50,100,1
3965,50,50,100,1
3966,50,50,100,1
3967,50,50,100,1
3968,50,50,100,1
3969,50,50,100,1
3970,50,50,100,1
3971,50,50,100,1
3972,50,50,100,1
3973,50,50,100,1
3974,50,50,100,1
3975,50,50,100,1
3976,50,50,100,1
3977,50,50,100,1
3978,50,50,100,1
3979,50,50,100,1
3980,50,50,100,1
3981,50,50,100,1
3982,50,50,100,1
3983,50,50,100,1
3984,50,50,100,1
3985,50,50,100,1
3986,50,50,100,1
3987,50,50,100,1
3988,50,50,100,1
3989,50,50,100,1
3990,50,50,100,1
3991,50,50,100,1
3992,50,50,100,1
3993,50,50,100,1
3994,50,50,100,1
3995,50,50,100,1
3996,50,50,100,1
3997,50,50,100,1
3998,50,50,100,1
3999,50,50,100,1
4000,50,50,100,1
4001,50,50,100,1
4002,50,50,100,1
4003,50,50,100,1
4004,50,50,100,1
4005,50,50,100,1
4006,50,50,100,1
4007,50,50,100,1
4008,50,50,100,1
4009,50,50,100,1
4010,50,50,100,1
4011,50,50,100,1
4012,50,50,100,1
4013,50,50,100,1
4014,50,50,100,1
4015,50,50,100,1
4016,50,50,100,1
4017,50,50,100,1
4018,50,50,100,1
4019,50,50,100,1
4020,50,50,100,1
4021,50,50,100,1
4022,50,50,100,1
4023,50,50,100,1
4024,50,50,100,1
4025,50,50,100,1
4026,50,50,100,1
4027,50,50,100,1
4028,50,50,100,1
4029,50,50,100,1
4030,50,50,100,1
4031,50,50,100,1
4032,50,50,100,1
4033,50,50,100,1
4034,50,50,100,1
4035,50,50,100,1
4036,50,50,100,1
4037,50,50,100,1
4038,50,50,100,1
4039,50,50,100,1
4040,50,50,100,1
4041,50,50,100,1
4042,50,50,100,1
4043,50,50,100,1
4044,50,50,100,1
4045,50,50,100,1
4046,50,50,100,1
4047,50,50,100,1
4048,50,50,100,1
4049,50,50,100,1
4050,50,50,100,1
4051,50,50,100,1
4052,50,50,100,1
4053,50,50,100,1
4054,50,50,100,1
4055,50,50,100,1
4056,50,50,100,1
4057,50,50,100,1
4058,50,50,100,1
4059,50,50,100,1
4060,50,50,100,1
4061,50,50,100,1
4062,50,50,100,1
4063,50,50,100,1
4064,50,50,100,1
4065,50,50,100,1
4066,50,50,100,1
4067,50,50,100,1
4068,50,50,100,1
4069,50,50,100,1
4070,50,50,100,1
4071,50,50,100,1
4072,50,50,100,1
4073,50,50,100,1
4074,50,50,100,1
4075,50,50,100,1
4076,50,50,100,1
4077,50,50,100,1
4078,50,50,100,1
4079,50,50,100,1
4080,50,50,100,1
4081,50,50,100,1
4082,50,50,100,1
4083,50,50,100,1
4084,50,50,100,1
4085,50,50,100,1
4086,50,50,100,1
4087,50,50,100,1
4088,50,50,100,1
4089,50,50,100,1
4090,50,50,100,1
4091,50,50,100,1
4092,50,50,100,1
4093,50,50,100,1
4094,50,50,100,1
4095,50,50,100,1
4096,50,50,100,1
4097,50,50,100,1
4098,50,50,100,1
4099,50,50,100,1
4100,50,50,100,1
4101,50,50,100,1
4102,50,50,100,1
4103,50,50,100,1
4104,50,50,100,1
4105,50,50,100,1
4106,50,50,100,1
4107,50,50,100,1
4108,50,50,100,1
4109,50,50,100,1
4110,50,50,100,1
4111,50,50,100,1
4112,50,50,100,1
4113,50,50,100,1
4114,50,50,100,1
4115,50,50,100,1
4116,50,50,100,1
4117,50,50,100,1
4118,50,50,100,1
4119,50,50,100,1
4120,50,50,100,1
4121,50,50,100,1
4122,50,50,100,1
4123,50,50,100,1
4124,50,50,100,1
4125,50,50,100,1
4126,50,50,100,1
4127,50,50,100,1
4128,50,50,100,1
4129,50,50,100,1
4130,50,50,100,1
4131,50,50,100,1
4132,50,50,100,1
4133,50,50,100,1
4134,50,50,100,1
4135,50,50,100,1
4136,50,50,100,1
4137,50,50,100,1
4138,50,50,100,1
4139,50,50,100,1
4140,50,50,100,1
4141,50,50,100,1
4142,50,50,100,1
4143,50,50,100,1
4144,50,50,100,1
4145,50,50,100,1
4146,50,50,100,1
4147,50,50,100,1
4148,50,50,100,1
4149,50,50,100,1
4150,50,50,100,1
4151,50,50,100,1
4152,50,50,100,1
4153,50,50,100,1
4154,50,50,100,1
4155,50,50,100,1
4156,50,50,100,1
4157,50,50,100,1
4158,50,50,100,1
4159,50,50,100,1
4160,50,50,100,1
4161,50,50,100,1
4162,50,50,100,1
4163,50,50,100,1
4164,50,50,100,1
4165,50,50,100,1
4166,50,50,100,1
4167,50,50,100,1
4168,50,50,100,1
4169,50,50,100,1
4170,50,50,100,1
4171,50,50,100,1
4172,50,50,100,1
4173,50,50,100,1
4174,50,50,100,1
4175,50,50,100,1
4176,50,50,100,1
4177,50,50,100,1
4178,50,50,100,1
4179,50,50,100,1
4180,50,50,100,1
4181,50,50,100,1
4182,50,50,100,1
4183,50,50,100,1
4184,50,50,100,1
4185,50,50,100,1
4186,50,50,100,1
4187,50,50,100,1
4188,50,50,100,1
4189,50,50,100,1
4190,50,50,100,1
4191,50,50,100,1
4192,50,50,100,1
4193,50,50,100,1
4194,50,50,100,1
4195,50,50,100,1
4196,50,50,100,1
4197,50,50,100,1
4198,50,50,100,1
4199,50,50,100,1
4200,50,50,100,1
4201,50,50,100,1
4202,50,50,100,1
4203,50,50,100,1
4204,50,50,100,1
4205,50,50,100,1
4206,50,50,100,1
4207,50,50,100,1
4208,50,50,100,1
4209,50,50,100,1
4210,50,50,100,1
4211,50,50,100,1
4212,50,50,100,1
4213,50,50,100,1
4214,50,50,100,1
4215,50,50,100,1
4216,50,50,100,1
4217,50,50,100,1
4218,50,50,100,1
4219,50,50,100,1
4220,50,50,100,1
4221,50,50,100,1
4222,50,50,100,1
4223,50,50,100,1
4224,50,50,100,1
4225,50,50,100,1
4226,50,50,100,1
4227,50,50,100,1
4228,50,50,100,1
4229,50,50,100,1
4230,50,50,100,1
4231,50,50,100,1
4232,50,50,100,1
4233,50,50,100,1
4234,50,50,100,1
4235,50,50,100,1
4236,50,50,100,1
4237,50,50,100,1
4238,50,50,100,1
4239,50,50,100,1
4240,50,50,100,1
4241,50,50,100,1
4242,50,50,100,1
4243,50,50,100,1
4244,50,50,100,1
4245,50,50,100,1
4246,50,50,100,1
4247,50,50,100,1
4248,50,50,100,1
4249,50,50,100,1
4250,50,50,100,1
4251,50,50,100,1
4252,50,50,100,1
4253,50,50,100,1
4254,50,50,100,1
4255,50,50,100,1
4256,50,50,100,1
4257,50,50,100,1
4258,50,50,100,1
4259,50,50,100,1
4260,50,50,100,1
4261,50,50,100,1
4262,50,50,100,1
4263,50,50,100,1
4264,50,50,100,1
4265,50,50,100,1
4266,50,50,100,1
4267,50,50,100,1
4268,50,50,100,1
4269,50,50,100,1
4270,50,50,100,1
4271,50,50,100,1
4272,50,50,100,1
4273,50,50,100,1
4274,50,50,100,1
4275,50,50,100,1
4276,50,50,100,1
4277,50,50,100,1
4278,50,50,100,1
4279,50,50,100,1
4280,50,50,100,1
4281,50,50,100,1
4282,50,50,100,1
4283,50,50,100,1
4284,50,50,100,1
4285,50,50,100,1
4286,50,50,100,1
4287,50,50,100,1
4288,50,50,100,1
4289,50,50,100,1
4290,50,50,100,1
4291,50,50,100,1
